SEASON_1,LOC_X,LOC_Y,SHOT_PCT
2024,14.0,88.0,0.0
2024,-8.0,89.0,0.0
2024,21.0,84.0,0.0
2024,17.0,85.0,0.0
2024,22.0,83.0,0.0
2024,-15.0,83.0,0.0
2024,1.0,85.0,0.0
2024,-19.0,81.0,0.0
2024,1.0,84.0,0.0
2024,18.0,80.0,0.0
2024,-2.0,83.0,0.0
2024,-3.0,83.0,0.0
2024,-19.0,79.0,0.0
2024,-14.0,81.0,0.0
2024,7.0,82.0,0.0
2024,-5.0,82.0,0.0
2024,23.0,77.0,0.0
2024,6.0,81.0,0.0
2024,-1.0,80.0,0.0
2024,-19.0,76.0,0.0
2024,19.0,77.0,0.0
2024,-16.0,77.0,0.0
2024,22.0,75.0,0.0
2024,-16.0,76.0,0.0
2024,-11.0,77.0,0.0
2024,-7.0,78.0,0.0
2024,10.0,76.0,0.0
2024,-12.0,76.0,0.0
2024,0.0,76.0,0.0
2024,-0.0,77.0,0.0
2024,16.0,74.0,0.0
2024,-8.0,75.0,0.0
2024,-3.0,76.0,0.0
2024,15.0,73.0,0.0
2024,-7.0,74.0,0.0
2024,6.0,74.0,0.0
2024,-1.0,74.0,0.0
2024,0.0,75.0,0.0
2024,17.0,72.0,0.0
2024,-11.0,72.0,0.0
2024,12.0,73.0,0.0
2024,11.0,73.0,0.0
2024,6.0,73.0,0.0
2024,0.0,73.0,0.0
2024,22.0,69.0,0.0
2024,-18.0,71.0,0.0
2024,11.0,71.0,0.0
2024,-8.0,72.0,0.0
2024,10.0,72.0,0.0
2024,-3.0,73.0,0.0
2024,-6.0,73.0,0.0
2024,7.0,73.0,0.0
2024,1.0,73.0,0.0
2024,15.0,71.0,0.0
2024,10.0,71.0,0.0
2024,-2.0,72.0,0.0
2024,0.0,72.0,0.0
2024,-1.0,72.0,0.0
2024,-20.0,68.0,0.0
2024,17.0,69.0,0.0
2024,-17.0,69.0,0.0
2024,-12.0,70.0,0.0
2024,-3.0,70.0,0.0
2024,1.0,71.0,0.0
2024,-7.0,71.0,0.0
2024,0.0,71.0,0.0
2024,-19.0,67.0,0.0
2024,19.0,67.0,0.0
2024,20.0,67.0,0.0
2024,13.0,68.0,0.0
2024,-4.0,69.0,0.0
2024,5.0,69.0,0.0
2024,-2.0,69.0,0.0
2024,-21.0,65.0,0.0
2024,21.0,65.0,0.0
2024,17.0,66.0,0.0
2024,-12.0,67.0,0.0
2024,11.0,68.0,0.0
2024,10.0,68.0,0.0
2024,0.0,68.0,0.0
2024,1.0,69.0,0.0
2024,22.0,64.0,0.0
2024,-18.0,65.0,0.0
2024,-15.0,66.0,0.0
2024,-12.0,66.0,0.0
2024,16.0,66.0,0.0
2024,0.0,67.0,1.0
2024,6.0,67.0,0.0
2024,7.0,68.0,0.0
2024,-4.0,68.0,0.0
2024,17.0,64.0,0.0
2024,17.0,65.0,0.0
2024,13.0,65.0,0.0
2024,-14.0,66.0,1.0
2024,-6.0,66.0,0.0
2024,-19.0,62.0,0.0
2024,-21.0,62.0,0.0
2024,-17.0,63.0,0.0
2024,-19.0,63.0,0.0
2024,-16.0,63.0,0.0
2024,17.0,63.0,0.0
2024,14.0,64.0,0.0
2024,12.0,64.0,0.0
2024,12.0,65.0,0.0
2024,5.0,65.0,0.0
2024,-2.0,65.0,0.0
2024,5.0,66.0,0.0
2024,21.0,61.0,0.0
2024,18.0,62.0,0.0
2024,19.0,62.0,0.0
2024,12.0,63.0,0.0
2024,2.0,64.0,0.0
2024,3.0,65.0,0.0
2024,7.0,65.0,0.0
2024,-22.0,59.0,0.0
2024,-21.0,60.0,0.0
2024,-17.0,61.0,0.5
2024,-18.0,61.0,0.0
2024,-16.0,61.0,0.0
2024,14.0,62.0,0.0
2024,12.0,62.0,0.0
2024,7.0,63.0,0.0
2024,-2.0,64.0,0.0
2024,7.0,64.0,0.0
2024,-7.0,64.0,0.0
2024,1.0,64.0,0.0
2024,-22.0,58.0,0.0
2024,-20.0,59.0,0.0
2024,-18.0,60.0,0.0
2024,-17.0,60.0,0.0
2024,13.0,61.0,0.0
2024,-14.0,61.0,0.0
2024,-10.0,61.0,0.0
2024,12.0,61.0,0.0
2024,7.0,62.0,0.0
2024,0.0,63.0,0.0
2024,4.0,63.0,0.0
2024,1.0,63.0,0.0
2024,-5.0,63.0,0.0
2024,2.0,63.0,0.0
2024,-2.0,63.0,0.0
2024,18.0,58.0,0.0
2024,-18.0,59.0,0.0
2024,-17.0,59.0,0.0
2024,-16.0,59.0,0.0
2024,-14.0,60.0,0.0
2024,-15.0,60.0,0.0
2024,15.0,60.0,0.0
2024,11.0,61.0,0.0
2024,1.0,62.0,0.0
2024,-3.0,62.0,0.0
2024,-0.0,62.0,0.0
2024,-4.0,62.0,0.0
2024,2.0,62.0,0.0
2024,-18.0,57.0,0.0
2024,-19.0,58.0,0.0
2024,16.0,58.0,0.0
2024,-18.0,58.0,0.0
2024,15.0,59.0,0.0
2024,-14.0,59.0,0.0
2024,-1.0,60.0,0.0
2024,0.0,60.0,0.0
2024,-1.0,61.0,0.0
2024,3.0,61.0,0.0
2024,20.0,56.0,0.0
2024,-18.0,56.0,0.0
2024,17.0,56.0,0.0
2024,19.0,57.0,0.0
2024,-19.0,57.0,0.0
2024,17.0,57.0,0.0
2024,-17.0,57.0,0.0
2024,14.0,58.0,0.0
2024,-13.0,58.0,0.0
2024,-12.0,58.0,0.0
2024,-12.0,59.0,0.0
2024,6.0,59.0,0.0
2024,-3.0,59.0,0.0
2024,-6.0,59.0,0.0
2024,2.0,59.0,0.0
2024,-6.0,60.0,0.0
2024,22.0,54.0,0.0
2024,21.0,55.0,0.0
2024,-20.0,55.0,0.0
2024,18.0,56.0,0.0
2024,-14.0,56.0,0.0
2024,-13.0,57.0,0.0
2024,-16.0,57.0,0.0
2024,-11.0,57.0,0.0
2024,14.0,57.0,0.0
2024,12.0,57.0,0.0
2024,9.0,58.0,0.0
2024,11.0,58.0,0.0
2024,-8.0,58.0,0.0
2024,6.0,58.0,0.0
2024,8.0,58.0,0.0
2024,1.0,59.0,0.0
2024,0.0,59.0,0.0
2024,-1.0,59.0,0.0
2024,20.0,54.0,0.0
2024,-20.0,54.0,0.0
2024,-18.0,54.0,0.0
2024,19.0,54.0,0.0
2024,17.0,55.0,0.0
2024,16.0,55.0,0.0
2024,15.0,55.0,0.0
2024,-15.0,55.0,0.0
2024,14.0,56.0,0.0
2024,16.0,56.0,0.0
2024,-10.0,57.0,0.0
2024,9.0,57.0,0.0
2024,7.0,57.0,0.0
2024,4.0,58.0,0.0
2024,5.0,58.0,0.0
2024,3.0,58.0,0.0
2024,-3.0,58.0,0.0
2024,-0.0,58.0,0.0
2024,-2.0,58.0,0.0
2024,-1.0,58.0,0.0
2024,21.0,52.0,0.0
2024,-19.0,53.0,0.0
2024,16.0,54.0,0.0
2024,18.0,54.0,0.0
2024,-14.0,54.0,0.0
2024,-10.0,56.0,0.0
2024,12.0,56.0,0.0
2024,-11.0,56.0,0.0
2024,3.0,57.0,0.0
2024,-21.0,51.0,0.0
2024,-19.0,52.0,0.0
2024,-20.0,52.0,0.0
2024,-18.0,52.0,0.0
2024,-17.0,53.0,0.0
2024,-18.0,53.0,0.0
2024,-15.0,53.0,0.0
2024,-16.0,53.0,0.0
2024,15.0,54.0,1.0
2024,-11.0,54.0,0.0
2024,-9.0,55.0,0.0
2024,-1.0,56.0,0.0
2024,-3.0,56.0,0.0
2024,21.0,50.0,0.0
2024,19.0,50.0,0.0
2024,19.0,51.0,0.0
2024,-19.0,51.0,0.0
2024,-16.0,52.0,0.0
2024,-17.0,52.0,0.0
2024,15.0,52.0,0.5
2024,14.0,53.0,0.0
2024,-12.0,53.0,0.0
2024,-9.0,54.0,0.0
2024,-4.0,54.0,0.0
2024,-2.0,54.0,0.0
2024,1.0,54.0,0.0
2024,-8.0,54.0,0.0
2024,-4.0,55.0,0.0
2024,4.0,55.0,0.0
2024,-22.0,48.0,0.0
2024,-19.0,50.0,0.0
2024,-17.0,50.0,0.0
2024,-16.0,51.0,0.0
2024,15.0,51.0,0.0
2024,-17.0,51.0,0.0
2024,-15.0,51.0,0.0
2024,-14.0,52.0,0.0
2024,-13.0,52.0,0.0
2024,11.0,52.0,0.0
2024,12.0,52.0,0.0
2024,-12.0,52.0,0.0
2024,10.0,53.0,0.0
2024,9.0,53.0,0.0
2024,-6.0,53.0,0.0
2024,-9.0,53.0,0.0
2024,-7.0,53.0,0.0
2024,-5.0,53.0,0.0
2024,-0.0,53.0,0.0
2024,4.0,53.0,0.0
2024,-4.0,53.0,0.0
2024,-3.0,54.0,0.0
2024,-1.0,54.0,0.0
2024,0.0,54.0,0.0
2024,19.0,48.0,0.0
2024,-20.0,48.0,0.0
2024,19.0,49.0,0.0
2024,-17.0,49.0,0.0
2024,17.0,50.0,0.0
2024,-16.0,50.0,0.0
2024,-15.0,50.0,0.0
2024,-11.0,51.0,0.0
2024,-14.0,51.0,0.0
2024,14.0,51.0,0.0
2024,9.0,51.0,0.0
2024,6.0,52.0,0.0
2024,7.0,52.0,0.0
2024,-8.0,52.0,0.0
2024,0.0,52.0,0.0
2024,-1.0,52.0,0.0
2024,-1.0,53.0,0.0
2024,1.0,53.0,0.0
2024,-19.0,48.0,0.0
2024,-17.0,48.0,0.0
2024,-15.0,49.0,0.0
2024,-18.0,49.0,0.0
2024,16.0,49.0,0.0
2024,14.0,49.0,0.3333333333333333
2024,-14.0,50.0,0.0
2024,-11.0,50.0,0.0
2024,-12.0,50.0,0.0
2024,10.0,51.0,0.0
2024,-9.0,51.0,0.0
2024,-6.0,51.0,0.0
2024,8.0,51.0,0.0
2024,0.0,51.0,0.0
2024,7.0,51.0,0.0
2024,3.0,51.0,0.0
2024,-3.0,52.0,0.0
2024,1.0,52.0,0.0
2024,-21.0,46.0,0.0
2024,-20.0,46.0,0.0
2024,17.0,48.0,0.0
2024,-14.0,48.0,0.0
2024,15.0,48.0,0.0
2024,9.0,49.0,0.0
2024,10.0,50.0,0.0
2024,8.0,50.0,0.0
2024,9.0,50.0,0.0
2024,-4.0,50.0,0.25
2024,-7.0,51.0,0.0
2024,-2.0,51.0,0.0
2024,2.0,51.0,0.0
2024,20.0,45.0,0.0
2024,-19.0,45.0,0.0
2024,19.0,46.0,1.0
2024,-17.0,46.0,0.0
2024,16.0,47.0,0.0
2024,-14.0,47.0,0.0
2024,-15.0,48.0,1.0
2024,-12.0,48.0,0.0
2024,14.0,48.0,0.0
2024,-7.0,49.0,0.0
2024,-10.0,49.0,0.0
2024,1.0,49.0,0.0
2024,-0.0,49.0,0.0
2024,3.0,49.0,0.0
2024,0.0,50.0,0.0
2024,-1.0,50.0,0.0
2024,1.0,50.0,0.0
2024,21.0,43.0,0.0
2024,20.0,44.0,0.0
2024,-19.0,44.0,0.0
2024,19.0,44.0,0.0
2024,-20.0,44.0,0.0
2024,17.0,45.0,0.0
2024,16.0,45.0,0.0
2024,-16.0,46.0,0.0
2024,9.0,47.0,0.0
2024,-9.0,48.0,0.0
2024,-10.0,48.0,0.0
2024,-6.0,48.0,0.0
2024,-3.0,48.0,0.0
2024,8.0,48.0,0.0
2024,3.0,48.0,0.0
2024,0.0,48.0,0.0
2024,-7.0,48.0,0.0
2024,-1.0,49.0,0.0
2024,21.0,42.0,0.0
2024,-20.0,42.0,0.0
2024,20.0,43.0,0.0
2024,-18.0,43.0,0.0
2024,14.0,45.0,0.0
2024,-15.0,45.0,0.0
2024,11.0,46.0,0.0
2024,-10.0,46.0,0.0
2024,-4.0,47.0,0.0
2024,1.0,48.0,0.0
2024,5.0,48.0,0.0
2024,21.0,41.0,0.0
2024,20.0,42.0,0.0
2024,-4.0,46.0,1.0
2024,-6.0,46.0,0.0
2024,-1.0,46.0,0.0
2024,-1.0,47.0,0.0
2024,-0.0,47.0,0.0
2024,1.0,47.0,0.0
2024,-2.0,47.0,0.0
2024,20.0,41.0,0.0
2024,-18.0,41.0,0.0
2024,19.0,41.0,0.0
2024,-17.0,41.0,0.5
2024,17.0,42.0,0.0
2024,15.0,42.0,0.0
2024,-16.0,43.0,0.0
2024,14.0,43.0,0.0
2024,-15.0,43.0,0.0
2024,-14.0,43.0,0.0
2024,13.0,43.0,0.0
2024,14.0,44.0,0.0
2024,11.0,44.0,0.0
2024,-0.0,45.0,0.0
2024,0.0,46.0,0.3333333333333333
2024,3.0,46.0,0.0
2024,2.0,46.0,0.0
2024,22.0,38.0,0.0
2024,-20.0,39.0,0.5
2024,-19.0,40.0,0.0
2024,19.0,40.0,0.0
2024,16.0,41.0,0.0
2024,-15.0,42.0,0.5
2024,13.0,42.0,0.0
2024,-11.0,43.0,0.0
2024,-2.0,44.0,0.0
2024,2.0,44.0,0.0
2024,4.0,45.0,0.0
2024,-1.0,45.0,0.0
2024,2.0,45.0,0.0
2024,-2.0,45.0,0.0
2024,-22.0,36.0,0.0
2024,-22.0,37.0,0.0
2024,21.0,37.0,0.0
2024,20.0,38.0,0.0
2024,-20.0,38.0,0.0
2024,-19.0,39.0,0.0
2024,20.0,39.0,0.0
2024,19.0,39.0,0.0
2024,-17.0,39.0,0.5
2024,17.0,40.0,0.0
2024,16.0,40.0,0.0
2024,15.0,41.0,0.5
2024,-14.0,41.0,0.0
2024,14.0,41.0,0.0
2024,-12.0,42.0,0.0
2024,-11.0,42.0,0.0
2024,-9.0,43.0,0.0
2024,10.0,43.0,0.0
2024,-7.0,43.0,0.0
2024,7.0,43.0,0.0
2024,-3.0,43.0,0.0
2024,-1.0,43.0,0.0
2024,-0.0,44.0,0.0
2024,-7.0,44.0,0.0
2024,-4.0,44.0,0.0
2024,5.0,44.0,0.0
2024,20.0,37.0,0.0
2024,-19.0,37.0,1.0
2024,18.0,38.0,0.0
2024,17.0,38.0,0.0
2024,17.0,39.0,0.0
2024,-18.0,39.0,0.0
2024,15.0,40.0,0.0
2024,-13.0,40.0,0.0
2024,13.0,41.0,0.0
2024,-7.0,42.0,0.0
2024,9.0,42.0,0.0
2024,-9.0,42.0,0.0
2024,5.0,42.0,0.0
2024,6.0,42.0,0.0
2024,0.0,42.0,0.0
2024,-0.0,43.0,0.25
2024,-2.0,43.0,0.0
2024,-5.0,43.0,1.0
2024,2.0,43.0,0.0
2024,21.0,35.0,0.0
2024,-20.0,35.0,0.0
2024,-20.0,36.0,0.0
2024,-19.0,36.0,0.3333333333333333
2024,18.0,37.0,0.0
2024,-17.0,37.0,0.0
2024,17.0,37.0,0.6666666666666666
2024,15.0,38.0,0.0
2024,-15.0,38.0,0.0
2024,15.0,39.0,0.0
2024,-15.0,39.0,0.0
2024,-12.0,39.0,0.0
2024,-11.0,40.0,0.0
2024,13.0,40.0,1.0
2024,7.0,41.0,0.0
2024,9.0,41.0,0.0
2024,-3.0,41.0,0.0
2024,3.0,41.0,0.3333333333333333
2024,-4.0,42.0,0.0
2024,2.0,42.0,0.0
2024,-3.0,42.0,0.0
2024,21.0,34.0,0.0
2024,19.0,35.0,0.0
2024,20.0,35.0,0.0
2024,-18.0,36.0,0.2
2024,18.0,36.0,0.0
2024,-16.0,37.0,0.0
2024,16.0,37.0,0.3333333333333333
2024,15.0,37.0,0.0
2024,-14.0,38.0,0.0
2024,14.0,38.0,0.0
2024,-13.0,38.0,0.0
2024,-11.0,38.0,0.0
2024,13.0,38.0,1.0
2024,12.0,39.0,0.0
2024,11.0,39.0,0.5
2024,-9.0,39.0,0.0
2024,8.0,40.0,0.0
2024,-7.0,40.0,0.0
2024,6.0,40.0,0.0
2024,2.0,40.0,0.0
2024,1.0,40.0,0.3333333333333333
2024,-0.0,40.0,0.0
2024,4.0,41.0,0.0
2024,2.0,41.0,0.0
2024,-0.0,41.0,1.0
2024,1.0,41.0,0.0
2024,-1.0,41.0,0.0
2024,22.0,32.0,0.0
2024,-21.0,33.0,0.0
2024,21.0,33.0,0.0
2024,20.0,34.0,0.0
2024,-19.0,34.0,0.5
2024,18.0,34.0,0.0
2024,17.0,35.0,0.2857142857142857
2024,18.0,35.0,0.6666666666666666
2024,-17.0,35.0,0.0
2024,16.0,35.0,0.0
2024,-16.0,36.0,0.3333333333333333
2024,-15.0,36.0,1.0
2024,14.0,36.0,0.5
2024,16.0,36.0,0.5
2024,-13.0,37.0,0.0
2024,12.0,37.0,0.5
2024,13.0,37.0,0.0
2024,-10.0,38.0,0.0
2024,-12.0,38.0,0.0
2024,11.0,38.0,0.0
2024,10.0,38.0,0.0
2024,9.0,39.0,0.0
2024,6.0,39.0,0.3333333333333333
2024,-6.0,39.0,0.5
2024,-0.0,39.0,0.0
2024,3.0,39.0,0.0
2024,-7.0,39.0,0.0
2024,4.0,39.0,0.3333333333333333
2024,2.0,39.0,0.0
2024,-8.0,39.0,0.0
2024,3.0,40.0,0.0
2024,-4.0,40.0,0.0
2024,-6.0,40.0,0.0
2024,-2.0,40.0,0.0
2024,-1.0,40.0,0.0
2024,21.0,31.0,1.0
2024,-20.0,31.0,0.2857142857142857
2024,21.0,32.0,0.0
2024,-20.0,32.0,0.0
2024,20.0,32.0,0.0
2024,19.0,33.0,1.0
2024,20.0,33.0,0.0
2024,-18.0,33.0,0.0
2024,18.0,33.0,0.25
2024,-17.0,33.0,0.16666666666666666
2024,-19.0,33.0,0.0
2024,17.0,34.0,0.5
2024,-18.0,34.0,0.0
2024,-17.0,34.0,0.0
2024,-16.0,34.0,0.2857142857142857
2024,16.0,34.0,0.3333333333333333
2024,-16.0,35.0,0.6666666666666666
2024,-15.0,35.0,0.125
2024,15.0,35.0,0.3333333333333333
2024,14.0,35.0,0.25
2024,-14.0,35.0,0.0
2024,-14.0,36.0,0.25
2024,-13.0,36.0,0.0
2024,13.0,36.0,0.5
2024,-12.0,36.0,0.3333333333333333
2024,12.0,36.0,0.2
2024,11.0,37.0,0.0
2024,-12.0,37.0,0.0
2024,-10.0,37.0,1.0
2024,-9.0,37.0,0.25
2024,8.0,37.0,0.16666666666666666
2024,-11.0,37.0,0.0
2024,-8.0,37.0,0.0
2024,9.0,37.0,0.0
2024,7.0,38.0,0.25
2024,8.0,38.0,1.0
2024,-8.0,38.0,0.0
2024,-9.0,38.0,0.0
2024,6.0,38.0,0.6666666666666666
2024,-5.0,38.0,0.0
2024,-3.0,38.0,0.0
2024,-4.0,38.0,0.3333333333333333
2024,1.0,38.0,0.3333333333333333
2024,-7.0,38.0,0.0
2024,5.0,39.0,0.0
2024,-1.0,39.0,0.0
2024,-4.0,39.0,0.3333333333333333
2024,1.0,39.0,1.0
2024,-2.0,39.0,0.5
2024,21.0,30.0,0.25
2024,-21.0,30.0,0.2
2024,-20.0,30.0,0.0
2024,20.0,30.0,0.2
2024,20.0,31.0,0.0
2024,19.0,31.0,0.3
2024,-21.0,31.0,0.0
2024,-19.0,31.0,0.5
2024,18.0,31.0,0.2857142857142857
2024,-18.0,32.0,0.4444444444444444
2024,-19.0,32.0,0.0
2024,18.0,32.0,0.6
2024,19.0,32.0,0.0
2024,17.0,32.0,0.5
2024,17.0,33.0,0.6666666666666666
2024,-16.0,33.0,0.4
2024,16.0,33.0,0.125
2024,-15.0,34.0,0.25
2024,15.0,34.0,0.125
2024,-14.0,34.0,0.3333333333333333
2024,14.0,34.0,0.1
2024,-13.0,34.0,0.14285714285714285
2024,-13.0,35.0,0.5
2024,13.0,35.0,0.25
2024,-12.0,35.0,0.3333333333333333
2024,12.0,35.0,0.21428571428571427
2024,-11.0,35.0,0.6666666666666666
2024,-9.0,36.0,0.25
2024,-10.0,36.0,0.3333333333333333
2024,11.0,36.0,0.0
2024,9.0,36.0,0.5
2024,10.0,36.0,0.0
2024,-7.0,36.0,0.6666666666666666
2024,-7.0,37.0,0.0
2024,7.0,37.0,0.0
2024,-4.0,37.0,0.0
2024,4.0,37.0,0.0
2024,5.0,37.0,0.4
2024,1.0,37.0,0.2727272727272727
2024,3.0,37.0,0.0
2024,0.0,37.0,0.18181818181818182
2024,2.0,37.0,0.2
2024,-2.0,37.0,0.25
2024,-5.0,37.0,0.0
2024,6.0,37.0,0.6666666666666666
2024,-1.0,38.0,0.6666666666666666
2024,3.0,38.0,1.0
2024,-0.0,38.0,0.0
2024,4.0,38.0,1.0
2024,2.0,38.0,0.0
2024,21.0,28.0,0.5714285714285714
2024,-21.0,28.0,0.4
2024,21.0,29.0,1.0
2024,22.0,29.0,1.0
2024,20.0,29.0,0.4444444444444444
2024,-21.0,29.0,0.5
2024,-20.0,29.0,0.5
2024,19.0,30.0,0.16666666666666666
2024,-19.0,30.0,0.3333333333333333
2024,-18.0,31.0,0.0
2024,17.0,31.0,0.3888888888888889
2024,-17.0,31.0,0.15384615384615385
2024,-17.0,32.0,0.16666666666666666
2024,-16.0,32.0,0.25
2024,16.0,32.0,0.29411764705882354
2024,-15.0,32.0,0.3333333333333333
2024,15.0,32.0,0.22727272727272727
2024,15.0,33.0,0.6
2024,-15.0,33.0,0.4
2024,14.0,33.0,0.2857142857142857
2024,-14.0,33.0,0.11764705882352941
2024,-13.0,33.0,0.3333333333333333
2024,13.0,33.0,0.46153846153846156
2024,13.0,34.0,0.5
2024,12.0,34.0,0.2727272727272727
2024,-12.0,34.0,0.3076923076923077
2024,11.0,34.0,0.4166666666666667
2024,-11.0,34.0,0.2
2024,-10.0,35.0,0.25
2024,10.0,35.0,0.16666666666666666
2024,11.0,35.0,0.16666666666666666
2024,9.0,35.0,0.3333333333333333
2024,-9.0,35.0,0.2857142857142857
2024,8.0,35.0,0.2
2024,-8.0,35.0,0.45454545454545453
2024,-7.0,35.0,0.2
2024,-8.0,36.0,0.16666666666666666
2024,-6.0,36.0,0.6666666666666666
2024,8.0,36.0,0.0
2024,7.0,36.0,0.0
2024,6.0,36.0,0.6666666666666666
2024,5.0,36.0,0.0
2024,-4.0,36.0,0.2857142857142857
2024,3.0,36.0,0.0
2024,-3.0,36.0,0.1111111111111111
2024,-5.0,36.0,0.3333333333333333
2024,4.0,36.0,0.375
2024,2.0,36.0,0.3333333333333333
2024,1.0,36.0,0.0
2024,-0.0,36.0,0.25
2024,-1.0,36.0,0.6
2024,-2.0,36.0,0.0
2024,-6.0,37.0,0.0
2024,-1.0,37.0,0.3333333333333333
2024,-3.0,37.0,0.0
2024,-24.0,25.0,0.0
2024,23.0,25.0,1.0
2024,-22.0,26.0,0.5
2024,23.0,26.0,0.5
2024,22.0,26.0,0.6666666666666666
2024,-22.0,27.0,0.5
2024,21.0,27.0,0.25
2024,22.0,27.0,0.0
2024,-21.0,27.0,0.16666666666666666
2024,20.0,27.0,0.23529411764705882
2024,-20.0,27.0,0.18181818181818182
2024,20.0,28.0,0.2
2024,-20.0,28.0,0.4444444444444444
2024,19.0,28.0,0.10714285714285714
2024,19.0,29.0,0.5263157894736842
2024,-19.0,29.0,0.5
2024,-18.0,29.0,0.2692307692307692
2024,18.0,29.0,0.22580645161290322
2024,-18.0,30.0,0.4375
2024,18.0,30.0,0.1
2024,-17.0,30.0,0.5
2024,17.0,30.0,0.37037037037037035
2024,-16.0,30.0,0.37254901960784315
2024,16.0,30.0,0.3
2024,16.0,31.0,0.5
2024,-16.0,31.0,0.35
2024,15.0,31.0,0.3157894736842105
2024,-15.0,31.0,0.34210526315789475
2024,14.0,32.0,0.17391304347826086
2024,-14.0,32.0,0.4074074074074074
2024,-13.0,32.0,0.3103448275862069
2024,13.0,32.0,0.3333333333333333
2024,-12.0,33.0,0.24242424242424243
2024,12.0,33.0,0.36
